YearMonth,monthly_return,picks,cumulative_return,model_name,evaluation_name
2023-12-31,-0.01207251877363588,21,0.12889216472798548,Random Forest,walk_forward
2024-01-31,0.07788016247045315,21,0.2168104699286224,Random Forest,walk_forward
2024-02-29,0.03300488098568337,21,0.25697115467075005,Random Forest,walk_forward
2024-03-31,-0.06809745565188884,21,0.17137461720985514,Random Forest,walk_forward
2024-04-30,0.06487883708006559,21,0.2473720401595374,Random Forest,walk_forward
2024-05-31,0.03218421850945844,21,0.28751773446262097,Random Forest,walk_forward
2024-06-30,0.009586865902121594,21,0.2998609943295176,Random Forest,walk_forward
2024-07-31,0.0510978666566494,21,0.36628111808994723,Random Forest,walk_forward
2024-08-31,0.0736598231889118,21,0.46692114367480153,Random Forest,walk_forward
2024-09-30,-0.002624139358632604,21,0.46307173816567415,Random Forest,walk_forward
2024-10-31,0.10084437883436011,21,0.610614298791099,Random Forest,walk_forward
2024-11-30,-0.028806840637755092,21,0.5642175893569341,Random Forest,walk_forward
2024-12-31,0.05060720336281561,21,0.6433782670052135,Random Forest,walk_forward
2025-01-31,0.0027227376224307097,21,0.6478527548406738,Random Forest,walk_forward
2025-02-28,-0.020624245928163514,21,0.6138670343714381,Random Forest,walk_forward
2025-03-31,-0.017801470058234764,21,0.5851378286811029,Random Forest,walk_forward
2025-04-30,0.059237686988116364,21,0.6790377272095365,Random Forest,walk_forward
2025-05-31,0.0695087584468435,21,0.7957455550132813,Random Forest,walk_forward
2025-06-30,0.0002002625727630288,21,0.7961051756381561,Random Forest,walk_forward
2025-07-31,0.04853400394401668,21,0.8832773513164471,Random Forest,walk_forward
2025-08-31,0.11516808535578,21,1.100170798061467,Random Forest,walk_forward
2025-09-30,0.08451187715320466,21,1.2776601745479859,Random Forest,walk_forward
2025-10-31,-0.014859058416338304,21,1.2438162889618103,Random Forest,walk_forward
2025-11-30,0.03313497296660585,21,1.31816508103859,Random Forest,walk_forward
2021-12-31,-0.056781473267059596,21,-0.05678147326705962,XGBoost,walk_forward
2022-01-31,-0.04328684152641431,21,-0.09761042415852639,XGBoost,walk_forward
2022-02-28,0.050601400629885246,21,-0.051948247707139794,XGBoost,walk_forward
2022-03-31,-0.08524218715887522,21,-0.1327622526123874,XGBoost,walk_forward
2022-04-30,0.010940612910863866,21,-0.12327414011653004,XGBoost,walk_forward
2022-05-31,-0.06517785401214157,21,-0.1804172502206841,XGBoost,walk_forward
2022-06-30,0.06721416760004002,21,-0.12532967791491556,XGBoost,walk_forward
2022-07-31,-0.04301952774660719,21,-0.16295758210498867,XGBoost,walk_forward
